"","Kingdom","Phylum","Class","Order","Family","Genus","Species","COMMENT.on.genus","primary_lifestyle","Secondary_lifestyle","Comment_on_lifestyle_template","Endophytic_interaction_capability_template","Plant_pathogenic_capacity_template","Decay_substrate_template","Decay_type_template","Aquatic_habitat_template","Animal_biotrophic_capacity_template","Specific_hosts","Growth_form_template","Fruitbody_type_template","Hymenium_type_template","Ectomycorrhiza_exploration_type_template","Ectomycorrhiza_lineage_template","primary_photobiont","secondary_photobiont","Decay_type","Fruitbody_type"
"OTU1596","Fungi","Ascomycota","Sordariomycetes","Hypocreales","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1600","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","","","soil_saprotroph","root-associated","","root-associated","root-associated","roots,soil","chitinolytic","partly_aquatic","opportunistic_human_parasite","","filamentous_mycelium","none","none","","","","","chitinolytic","none"
"OTU1602","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1604","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Sporobolomyces","Sporobolomyces roseus","","mycoparasite","","litter_saprotroph_some_species","","","fungal_material","","partly_aquatic","","","yeast","none","none","","","","","","none"
"OTU1605","Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Venturia","","","plant_pathogen","litter_saprotroph","","","leaf/fruit/seed_pathogen","leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)"
"OTU1606","Fungi","Ascomycota","Lecanoromycetes","Trapeliales","Trapeliaceae","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1607","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","","","litter_saprotroph","","","","","leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","gasteroid","closed","","","","","","gasteroid"
"OTU1608","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1609","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","","","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","short-distance_delicate","/inocybe","","","","agaricoid"
"OTU1610","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita ovalispora","","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","contact","/amanita","","","","agaricoid"
"OTU1612","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1613","Fungi","Ascomycota","Sordariomycetes","Xylariales","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1617","Fungi","Ascomycota","Leotiomycetes","Helotiales","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1620","Fungi","Ascomycota","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1621","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1622","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Tulostoma","","","soil_saprotroph","","","","","soil","","non-aquatic","","","filamentous_mycelium","gasteroid","closed","","","","","","gasteroid"
"OTU1623","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Clavulinaceae","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1625","Fungi","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1627","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Trichomonascaceae","Blastobotrys","Blastobotrys proliferans","","nectar/tap_saprotroph","","","","","sugar-rich_substrates","","partly_aquatic","animal-associated","","yeast","none","none","","","","","","none"
"OTU1628","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1633","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Ramariopsis","","","soil_saprotroph","unspecified_symbiotroph","CHEGD_symbiotrophs","root-associated","root-associated","roots,soil","","non-aquatic","","","filamentous_mycelium","clavarioid","smooth","","","","","","clavarioid"
"OTU1634","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1636","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Coltriciella","","","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","polyporoid","poroid","short-distance_coarse","/coltricia","","","","polyporoid"
"OTU1638","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","","","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","contact","/russula-lactarius","","","","agaricoid"
"OTU1639","Fungi","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1640","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1641","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces purpureus","","unspecified_saprotroph","","hyperviariable,_thermophile,_some_species_animal_parasite_some_species_various_saprotrophs","","","leaf/fruit/seed,soil,animal_material","mold","partly_aquatic","opportunistic_human_parasite","","filamentous_mycelium","","","","","","","mold",""
"OTU1642","Fungi","Ascomycota","Sordariomycetes","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1643","Fungi","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1645","Fungi","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1649","Fungi","Basidiomycota","Agaricomycetes","Agaricales","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1652","Fungi","Basidiomycota","Agaricomycetes","Boletales","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1654","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1655","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Melanophyllum","Melanophyllum haematospermum","","soil_saprotroph","","","","","soil","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","","","","","","agaricoid"
"OTU1657","Fungi","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1658","Fungi","Mucoromycota","Umbelopsidomycetes","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1661","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1662","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Byssocorticiaceae","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1663","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","","","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","corticioid","smooth","medium-distance_smooth","/tomentella-thelephora","","","","corticioid"
"OTU1666","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","","","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","short-distance_delicate","/inocybe","","","","agaricoid"
"OTU1667","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","","","soil_saprotroph","root-associated","","root-associated","root-associated","roots,soil","chitinolytic","partly_aquatic","opportunistic_human_parasite","","filamentous_mycelium","none","none","","","","","chitinolytic","none"
"OTU1668","Fungi","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1670","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Sebacinaceae","Sebacina","","","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","corticioid","smooth","short-distance_delicate","/sebacina","","","","corticioid"
"OTU1672","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Lachnum","","","litter_saprotroph","wood_saprotroph","","root_endophyte","","wood,leaf/fruit/seed","","partly_aquatic","","","filamentous_mycelium","apothecium_(hymenium_on_surface)","smooth","","","","","","apothecium_(hymenium_on_surface)"
"OTU1673","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Cryptococcus","Cryptococcus musci","","unspecified_saprotroph","foliar_endophyte","hypervariable","foliar_endophyte","","leaf/fruit/seed,soil,dung,animal_material","","partly_aquatic","animal-associated/opportunistic_human_parasite","","yeast","","","","","","","",""
"OTU1674","Fungi","Ascomycota","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1676","Fungi","Ascomycota","Leotiomycetes","Helotiales","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1677","Fungi","Rozellomycota","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1679","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Sebacinaceae","Sebacina","","","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","corticioid","smooth","short-distance_delicate","/sebacina","","","","corticioid"
"OTU1680","Fungi","Chytridiomycota","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1681","Fungi","Ascomycota","Eurotiomycetes","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1682","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","","","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","short-distance_delicate","/inocybe","","","","agaricoid"
"OTU1683","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus","Coprinellus radians","","soil_saprotroph","","","","","soil","","partly_aquatic","","","filamentous_mycelium","agaricoid","gills","","","","","","agaricoid"
"OTU1685","Fungi","Basidiomycota","Agaricomycetes","Hysterangiales","Mesophelliaceae","Castoreum","","","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","gasteroid-hypogeous","closed","mat","/hysterangium","","","","gasteroid-hypogeous"
"OTU1686","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora","","","arbuscular_mycorrhizal","root-associated","","root_endophyte","","","","","","","filamentous_mycelium","none","none","","","","","","none"
"OTU1687","Fungi","Ascomycota","Sordariomycetes","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1688","Fungi","Ascomycota","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1689","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1690","Fungi","Ascomycota","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1691","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Planistromellaceae","Ramimonilia","Ramimonilia apicalis","","unspecified_saprotroph","","","","","","","non-aquatic","","","filamentous_mycelium","","","","","","","",""
"OTU1692","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe","Conocybe subxerophytica","","soil_saprotroph","","litter_saprotroph_or_dung_saprotroph_some_species","","","soil","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","","","","","","agaricoid"
"OTU1694","Fungi","Ascomycota","Leotiomycetes","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1695","Fungi","Ascomycota","Archaeorhizomycetes","Archaeorhizomycetales","Archaeorhizomycetaceae","Archaeorhizomyces","","","soil_saprotroph","root-associated","","root-associated","root-associated","roots,soil","","non-aquatic","","","filamentous_mycelium","none","none","","","","","","none"
"OTU1696","Fungi","Ascomycota","Sordariomycetes","Hypocreales","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1697","Fungi","Ascomycota","Dothideomycetes","Capnodiales","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1698","Fungi","Ascomycota","Geoglossomycetes","Geoglossales","Geoglossaceae","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1701","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Hyphodermataceae","Hyphoderma","","","wood_saprotroph","","","","","wood","white_rot","partly_aquatic","","","filamentous_mycelium","corticioid","smooth","","","","","white_rot","corticioid"
"OTU1705","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1706","Fungi","Ascomycota","Leotiomycetes","Helotiales","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1707","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1708","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","","","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","contact","/russula-lactarius","","","","agaricoid"
"OTU1709","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Clavulinaceae","Clavulina","","","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","clavarioid","smooth","contact","/clavulina","","","","clavarioid"
"OTU1710","Fungi","Rozellomycota","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1711","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1714","Fungi","Ascomycota","Leotiomycetes","Helotiales","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1715","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1716","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactifluus","","","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","medium-distance_smooth","/russula-lactarius","","","","agaricoid"
"OTU1717","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleraceae","Fonsecazyma","","","unspecified_saprotroph","","","","","","","non-aquatic","","","yeast","","","","","","","",""
"OTU1720","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Deconica","Deconica inquilina","","litter_saprotroph","","dung_saprotroph_some_species","","","leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","","","","","","agaricoid"
"OTU1722","Fungi","Ascomycota","Sordariomycetes","Hypocreales","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1726","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","","","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","medium-distance_fringe","/cortinarius","","","","agaricoid"
"OTU1727","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Thanatephorus","Thanatephorus cucumeris","","plant_pathogen","litter_saprotroph","","","leaf/fruit/seed_pathogen","leaf/fruit/seed","","","","","filamentous_mycelium","corticioid","smooth","","","","","","corticioid"
"OTU1728","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Darksidea","","","root_endophyte","soil_saprotroph","","root_endophyte_dark_septate","","soil","","non-aquatic","","","filamentous_mycelium","other","","","","","","","other"
"OTU1731","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","","","soil_saprotroph","unspecified_symbiotroph","CHEGD_symbiotrophs,ectomycorrhizal_ca_10%_of_species","root-associated","root-associated","roots,soil","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","medium-distance_smooth","/entoloma","","","","agaricoid"
"OTU1732","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Moniliophthora","Moniliophthora canescens","","plant_pathogen","litter_saprotroph","","","leaf/fruit/seed_pathogen","leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","","","","","","agaricoid"
"OTU1734","Fungi","Basidiomycota","Agaricomycetes","Agaricales","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1735","Fungi","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1739","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1740","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Clitopilus","","","litter_saprotroph","","mycoparasite_some_species","","","leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","","","","","","agaricoid"
"OTU1741","Fungi","Basidiomycota","Tremellomycetes","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1743","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","","","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","contact","/russula-lactarius","","","","agaricoid"
"OTU1744","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","","","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","contact","/russula-lactarius","","","","agaricoid"
"OTU1748","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius cruentoides","","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","medium-distance_fringe","/cortinarius","","","","agaricoid"
"OTU1749","Fungi","Ascomycota","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1750","Fungi","Mucoromycota","Umbelopsidomycetes","Umbelopsidales","Umbelopsidaceae","Umbelopsis","","","soil_saprotroph","root-associated","","root-associated","root-associated","roots,soil","mold","non-aquatic","","","filamentous_mycelium","none","none","","","","","mold","none"
"OTU1751","Fungi","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1752","Fungi","Basidiomycota","Atractiellomycetes","Atractiellales","Phleogenaceae","Bourdotigloea","Bourdotigloea vestita","","unspecified_saprotroph","","","","","","","","","","filamentous_mycelium","other","gel","","","","","","other"
"OTU1754","Fungi","Ascomycota","Eurotiomycetes","Onygenales","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1756","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Claussenomyces","","","wood_saprotroph","","","","","wood","","non-aquatic","","","filamentous_mycelium","apothecium_(hymenium_on_surface)","smooth","","","","","","apothecium_(hymenium_on_surface)"
"OTU1757","Fungi","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1758","Fungi","Ascomycota","Dothideomycetes","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1759","Fungi","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU1760","Fungi","Basidiomycota","Agaricomycetes","Hysterangiales","Mesophelliaceae","Castoreum","","","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","gasteroid-hypogeous","closed","mat","/hysterangium","","","","gasteroid-hypogeous"
"OTU1761","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Clavulinaceae","Clavulina","","","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","clavarioid","smooth","contact","/clavulina","","","","clavarioid"
"OTU1763","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Clavulinaceae","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
